IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE0044;21/03/2024 19:44;12/04/2024 00:17;USER0010;COMPRA01;44;.00€;Finalizado
OPE0045;21/03/2024 19:44;12/04/2024 08:06;USER0010;COMPRA01;45;.00€;Error
OPE0046;21/03/2024 19:44;12/04/2024 12:54;USER004;COMPRA01;46;.00€;Correcto
OPE0047;21/03/2024 19:44;12/04/2024 17:25;USER004;COMPRA01;47;.00€;Error
OPE0048;21/03/2024 19:44;12/04/2024 03:00;USER0010;COMPRA01;48;.00€;Finalizado
OPE0049;21/03/2024 19:44;12/04/2024 07:22;USER003;COMPRA01;49;.00€;Error
OPE0050;21/03/2024 19:44;12/04/2024 06:44;USER009;COMPRA01;50;.00€;Finalizado
OPE0051;21/03/2024 19:44;12/04/2024 14:51;USER005;COMPRA01;51;.00€;Error
OPE0052;21/03/2024 19:44;12/04/2024 21:52;USER004;COMPRA01;52;.00€;Finalizado
OPE0053;21/03/2024 19:44;12/04/2024 22:24;USER007;COMPRA01;53;.00€;Error
OPE0054;21/03/2024 19:44;12/04/2024 01:37;USER005;COMPRA01;54;.00€;Correcto
OPE0055;21/03/2024 19:44;12/04/2024 06:10;USER006;COMPRA01;55;.00€;Error
OPE0056;21/03/2024 19:44;12/04/2024 22:05;USER006;COMPRA01;56;.00€;Finalizado
OPE0057;21/03/2024 19:44;12/04/2024 18:55;USER008;COMPRA01;57;.00€;Correcto
OPE0058;21/03/2024 19:44;12/04/2024 02:49;USER004;COMPRA01;58;.00€;Error
OPE0059;21/03/2024 19:44;12/04/2024 13:37;USER0010;COMPRA01;59;.00€;Finalizado
OPE0060;21/03/2024 19:44;12/04/2024 20:07;USER008;COMPRA01;60;.00€;Error
OPE0061;21/03/2024 19:44;12/04/2024 21:28;USER001;COMPRA01;61;.00€;Correcto
OPE0062;21/03/2024 19:44;12/04/2024 16:22;USER005;COMPRA01;62;.00€;Error
OPE0063;21/03/2024 19:44;12/04/2024 12:06;USER007;COMPRA01;63;.00€;Finalizado
OPE0064;21/03/2024 19:44;12/04/2024 05:42;USER001;COMPRA01;64;.00€;Finalizado
OPE0065;21/03/2024 19:44;12/04/2024 23:20;USER007;COMPRA01;65;.00€;Correcto
OPE0066;21/03/2024 19:44;12/04/2024 20:10;USER0010;COMPRA01;66;.00€;Error
OPE0067;21/03/2024 19:44;12/04/2024 05:53;USER0010;COMPRA01;67;.00€;Finalizado
OPE0068;21/03/2024 19:44;12/04/2024 07:03;USER009;COMPRA01;68;.00€;Finalizado
OPE0069;21/03/2024 19:44;12/04/2024 06:45;USER008;COMPRA01;69;.00€;Correcto
OPE0070;21/03/2024 19:44;12/04/2024 21:09;USER002;COMPRA01;70;.00€;Finalizado
OPE0071;21/03/2024 19:44;12/04/2024 14:44;USER007;COMPRA01;71;.00€;Error
OPE0072;21/03/2024 19:44;12/04/2024 02:15;USER0010;COMPRA01;72;.00€;Error
OPE0073;21/03/2024 19:44;12/04/2024 22:38;USER001;COMPRA01;73;.00€;Error
OPE0074;21/03/2024 19:44;12/04/2024 13:14;USER007;COMPRA01;74;.00€;Finalizado
OPE0075;21/03/2024 19:44;12/04/2024 13:20;USER009;COMPRA01;75;.00€;Correcto
OPE0076;21/03/2024 19:44;12/04/2024 00:55;USER008;COMPRA01;76;.00€;Finalizado
OPE0077;21/03/2024 19:44;12/04/2024 11:21;USER002;COMPRA01;77;.00€;Finalizado
OPE0078;21/03/2024 19:44;12/04/2024 07:25;USER008;COMPRA01;78;.00€;Correcto
OPE0079;21/03/2024 19:44;12/04/2024 07:03;USER008;COMPRA01;79;.00€;Correcto
OPE0080;21/03/2024 19:44;12/04/2024 21:29;USER008;COMPRA01;80;.00€;Error
OPE0081;21/03/2024 19:44;12/04/2024 12:32;USER001;COMPRA01;81;.00€;Finalizado
OPE0082;21/03/2024 19:44;12/04/2024 21:42;USER005;COMPRA01;82;.00€;Correcto
OPE0083;21/03/2024 19:44;12/04/2024 00:28;USER0010;COMPRA01;83;.00€;Correcto
OPE0084;21/03/2024 19:44;12/04/2024 15:24;USER008;COMPRA01;84;.00€;Error
OPE0085;21/03/2024 19:44;12/04/2024 03:51;USER008;COMPRA01;85;.00€;Finalizado
OPE0086;21/03/2024 19:44;12/04/2024 10:01;USER003;COMPRA01;86;.00€;Error
OPE0087;21/03/2024 19:44;12/04/2024 02:09;USER003;COMPRA01;87;.00€;Correcto
OPE0088;21/03/2024 19:44;12/04/2024 01:46;USER004;COMPRA01;88;.00€;Finalizado
OPE0089;21/03/2024 19:44;12/04/2024 03:03;USER003;COMPRA01;89;.00€;Error
OPE0090;21/03/2024 19:44;12/04/2024 10:04;USER001;COMPRA01;90;.00€;Error
OPE0091;21/03/2024 19:44;12/04/2024 10:37;USER005;COMPRA01;91;.00€;Finalizado
OPE0092;21/03/2024 19:44;12/04/2024 08:02;USER003;COMPRA01;92;.00€;Finalizado
OPE0093;21/03/2024 19:44;12/04/2024 01:08;USER002;COMPRA01;93;.00€;Error
OPE0094;21/03/2024 19:44;12/04/2024 22:21;USER001;COMPRA01;94;.00€;Error
OPE0095;21/03/2024 19:44;12/04/2024 21:06;USER004;COMPRA01;95;.00€;Correcto
OPE0096;21/03/2024 19:44;12/04/2024 22:39;USER004;COMPRA01;96;.00€;Finalizado
OPE0097;21/03/2024 19:44;12/04/2024 23:34;USER008;COMPRA01;97;.00€;Error
OPE0098;21/03/2024 19:44;12/04/2024 04:07;USER001;COMPRA01;98;.00€;Finalizado
OPE0099;21/03/2024 19:44;12/04/2024 21:41;USER006;COMPRA01;99;.00€;Error
OPE00100;21/03/2024 19:44;12/04/2024 02:37;USER003;COMPRA01;100;.00€;Correcto
OPE001;28/03/2024 08:20;12/04/2024 15:13;USER004;COMPRA01;1;.00€;Correcto
OPE002;28/03/2024 08:20;12/04/2024 00:37;USER002;COMPRA01;2;.00€;Finalizado
OPE003;28/03/2024 08:20;12/04/2024 12:01;USER003;COMPRA01;3;.00€;Error
OPE004;28/03/2024 08:20;12/04/2024 00:45;USER003;COMPRA01;4;.00€;Correcto
OPE005;28/03/2024 08:20;12/04/2024 15:12;USER006;COMPRA01;5;.00€;Error
OPE006;28/03/2024 08:20;12/04/2024 07:57;USER005;COMPRA01;6;.00€;Finalizado
OPE007;28/03/2024 08:20;12/04/2024 07:43;USER007;COMPRA01;7;.00€;Finalizado
OPE008;28/03/2024 08:20;12/04/2024 04:47;USER008;COMPRA01;8;.00€;Correcto
OPE009;28/03/2024 08:20;12/04/2024 03:40;USER007;COMPRA01;9;.00€;Correcto
OPE0010;28/03/2024 08:20;12/04/2024 12:18;USER0010;COMPRA01;10;.00€;Correcto
OPE0011;28/03/2024 08:20;12/04/2024 02:32;USER001;COMPRA01;11;.00€;Error
OPE0012;28/03/2024 08:20;12/04/2024 17:23;USER004;COMPRA01;12;.00€;Finalizado
OPE0013;28/03/2024 08:20;12/04/2024 04:51;USER002;COMPRA01;13;.00€;Error
OPE0014;28/03/2024 08:20;12/04/2024 14:21;USER001;COMPRA01;14;.00€;Correcto
OPE0015;28/03/2024 08:20;12/04/2024 03:44;USER001;COMPRA01;15;.00€;Error
OPE0016;28/03/2024 08:20;12/04/2024 05:57;USER007;COMPRA01;16;.00€;Finalizado
OPE0017;28/03/2024 08:20;12/04/2024 05:43;USER003;COMPRA01;17;.00€;Correcto
OPE0018;28/03/2024 08:20;12/04/2024 06:47;USER0010;COMPRA01;18;.00€;Finalizado
OPE0019;28/03/2024 08:20;12/04/2024 10:58;USER004;COMPRA01;19;.00€;Correcto
OPE0020;28/03/2024 08:20;12/04/2024 01:34;USER007;COMPRA01;20;.00€;Correcto
OPE0021;28/03/2024 08:20;12/04/2024 21:10;USER009;COMPRA01;21;.00€;Correcto
OPE0022;28/03/2024 08:20;12/04/2024 09:46;USER008;COMPRA01;22;.00€;Error
OPE0023;28/03/2024 08:20;12/04/2024 00:56;USER007;COMPRA01;23;.00€;Correcto
OPE0024;28/03/2024 08:20;12/04/2024 02:40;USER003;COMPRA01;24;.00€;Error
OPE0025;28/03/2024 08:20;12/04/2024 08:38;USER007;COMPRA01;25;.00€;Error
OPE0026;28/03/2024 08:20;12/04/2024 09:17;USER003;COMPRA01;26;.00€;Correcto
OPE0027;28/03/2024 08:20;12/04/2024 15:04;USER0010;COMPRA01;27;.00€;Correcto
OPE0028;28/03/2024 08:20;12/04/2024 23:15;USER003;COMPRA01;28;.00€;Error
OPE0029;28/03/2024 08:20;12/04/2024 15:23;USER005;COMPRA01;29;.00€;Finalizado
OPE0030;28/03/2024 08:20;12/04/2024 14:28;USER004;COMPRA01;30;.00€;Error
OPE0031;28/03/2024 08:20;12/04/2024 07:38;USER008;COMPRA01;31;.00€;Error
OPE0032;28/03/2024 08:20;12/04/2024 03:07;USER006;COMPRA01;32;.00€;Error
OPE0033;28/03/2024 08:20;12/04/2024 16:14;USER002;COMPRA01;33;.00€;Finalizado
OPE0034;28/03/2024 08:20;12/04/2024 20:41;USER008;COMPRA01;34;.00€;Error
OPE0035;28/03/2024 08:20;12/04/2024 21:12;USER0010;COMPRA01;35;.00€;Error
OPE0036;28/03/2024 08:20;12/04/2024 01:08;USER008;COMPRA01;36;.00€;Correcto
OPE0037;28/03/2024 08:20;12/04/2024 15:21;USER004;COMPRA01;37;.00€;Error
OPE0038;28/03/2024 08:20;12/04/2024 17:11;USER006;COMPRA01;38;.00€;Finalizado
OPE0039;28/03/2024 08:20;12/04/2024 02:01;USER004;COMPRA01;39;.00€;Finalizado
OPE0040;28/03/2024 08:20;12/04/2024 02:00;USER003;COMPRA01;40;.00€;Error
OPE0041;28/03/2024 08:20;12/04/2024 05:05;USER003;COMPRA01;41;.00€;Correcto
OPE0042;28/03/2024 08:20;12/04/2024 06:19;USER002;COMPRA01;42;.00€;Error
OPE0043;28/03/2024 08:20;12/04/2024 07:37;USER006;COMPRA01;43;.00€;Finalizado
OPE0044;28/03/2024 08:20;12/04/2024 21:08;USER004;COMPRA01;44;.00€;Error
OPE0045;28/03/2024 08:20;12/04/2024 15:26;USER004;COMPRA01;45;.00€;Finalizado
OPE0046;28/03/2024 08:20;12/04/2024 00:27;USER003;COMPRA01;46;.00€;Error
OPE0047;28/03/2024 08:20;12/04/2024 17:35;USER003;COMPRA01;47;.00€;Correcto
OPE0048;28/03/2024 08:20;12/04/2024 07:14;USER002;COMPRA01;48;.00€;Error
OPE0049;28/03/2024 08:20;12/04/2024 20:59;USER002;COMPRA01;49;.00€;Error
OPE0050;28/03/2024 08:20;12/04/2024 00:30;USER004;COMPRA01;50;.00€;Finalizado
OPE0051;28/03/2024 08:20;12/04/2024 14:18;USER0010;COMPRA01;51;.00€;Correcto
OPE0052;28/03/2024 08:20;12/04/2024 00:10;USER008;COMPRA01;52;.00€;Error
OPE0053;28/03/2024 08:20;12/04/2024 04:55;USER005;COMPRA01;53;.00€;Finalizado
OPE0054;28/03/2024 08:20;12/04/2024 22:09;USER005;COMPRA01;54;.00€;Finalizado
OPE0055;28/03/2024 08:20;12/04/2024 20:05;USER003;COMPRA01;55;.00€;Correcto
OPE0056;28/03/2024 08:20;12/04/2024 15:37;USER006;COMPRA01;56;.00€;Finalizado
OPE0057;28/03/2024 08:20;12/04/2024 10:41;USER008;COMPRA01;57;.00€;Finalizado
OPE0058;28/03/2024 08:20;12/04/2024 12:21;USER001;COMPRA01;58;.00€;Error
OPE0059;28/03/2024 08:20;12/04/2024 12:31;USER009;COMPRA01;59;.00€;Finalizado
OPE0060;28/03/2024 08:20;12/04/2024 12:21;USER002;COMPRA01;60;.00€;Correcto
OPE0061;28/03/2024 08:20;12/04/2024 23:10;USER006;COMPRA01;61;.00€;Finalizado
OPE0062;28/03/2024 08:20;12/04/2024 22:32;USER007;COMPRA01;62;.00€;Finalizado
OPE0063;28/03/2024 08:20;12/04/2024 10:26;USER001;COMPRA01;63;.00€;Error
OPE0064;28/03/2024 08:20;12/04/2024 23:29;USER006;COMPRA01;64;.00€;Error
OPE0065;28/03/2024 08:20;12/04/2024 23:23;USER005;COMPRA01;65;.00€;Correcto
OPE0066;28/03/2024 08:20;12/04/2024 01:20;USER006;COMPRA01;66;.00€;Error
OPE0067;28/03/2024 08:20;12/04/2024 01:06;USER004;COMPRA01;67;.00€;Error
OPE0068;28/03/2024 08:20;12/04/2024 22:10;USER007;COMPRA01;68;.00€;Correcto
OPE0069;28/03/2024 08:20;12/04/2024 04:05;USER0010;COMPRA01;69;.00€;Error
OPE0070;28/03/2024 08:20;12/04/2024 21:52;USER004;COMPRA01;70;.00€;Correcto
OPE0071;28/03/2024 08:20;12/04/2024 19:45;USER003;COMPRA01;71;.00€;Error
OPE0072;28/03/2024 08:20;12/04/2024 11:45;USER005;COMPRA01;72;.00€;Correcto
OPE0073;28/03/2024 08:20;12/04/2024 18:36;USER003;COMPRA01;73;.00€;Correcto
OPE0074;28/03/2024 08:20;12/04/2024 07:45;USER008;COMPRA01;74;.00€;Finalizado
OPE0075;28/03/2024 08:20;12/04/2024 20:55;USER004;COMPRA01;75;.00€;Finalizado
OPE0076;28/03/2024 08:20;12/04/2024 12:17;USER0010;COMPRA01;76;.00€;Finalizado
OPE0077;28/03/2024 08:20;12/04/2024 21:42;USER006;COMPRA01;77;.00€;Finalizado
OPE0078;28/03/2024 08:20;12/04/2024 02:32;USER0010;COMPRA01;78;.00€;Correcto
OPE0079;28/03/2024 08:20;12/04/2024 07:16;USER001;COMPRA01;79;.00€;Correcto
OPE0080;28/03/2024 08:20;12/04/2024 04:19;USER003;COMPRA01;80;.00€;Error
OPE0081;28/03/2024 08:20;12/04/2024 19:27;USER002;COMPRA01;81;.00€;Finalizado
OPE0082;28/03/2024 08:20;12/04/2024 14:42;USER006;COMPRA01;82;.00€;Error
OPE0083;28/03/2024 08:20;12/04/2024 00:30;USER007;COMPRA01;83;.00€;Correcto
OPE0084;28/03/2024 08:20;12/04/2024 16:47;USER005;COMPRA01;84;.00€;Finalizado
OPE0085;28/03/2024 08:20;12/04/2024 01:08;USER009;COMPRA01;85;.00€;Error
OPE0086;28/03/2024 08:20;12/04/2024 03:09;USER003;COMPRA01;86;.00€;Correcto
OPE0087;28/03/2024 08:20;12/04/2024 02:49;USER007;COMPRA01;87;.00€;Finalizado
OPE0088;28/03/2024 08:20;12/04/2024 21:41;USER001;COMPRA01;88;.00€;Finalizado
OPE0089;28/03/2024 08:20;12/04/2024 10:22;USER009;COMPRA01;89;.00€;Error
OPE0090;28/03/2024 08:20;12/04/2024 06:23;USER009;COMPRA01;90;.00€;Error
OPE0091;28/03/2024 08:20;12/04/2024 11:12;USER004;COMPRA01;91;.00€;Finalizado
OPE0092;28/03/2024 08:20;12/04/2024 22:55;USER001;COMPRA01;92;.00€;Error
OPE0093;28/03/2024 08:20;12/04/2024 19:25;USER0010;COMPRA01;93;.00€;Finalizado
OPE0094;28/03/2024 08:20;12/04/2024 11:35;USER0010;COMPRA01;94;.00€;Correcto
OPE0095;28/03/2024 08:20;12/04/2024 00:36;USER004;COMPRA01;95;.00€;Correcto
OPE0096;28/03/2024 08:20;12/04/2024 04:28;USER002;COMPRA01;96;.00€;Correcto
OPE0097;28/03/2024 08:20;12/04/2024 19:29;USER003;COMPRA01;97;.00€;Finalizado
OPE0098;28/03/2024 08:20;12/04/2024 22:25;USER005;COMPRA01;98;.00€;Finalizado
OPE0099;28/03/2024 08:20;12/04/2024 10:31;USER001;COMPRA01;99;.00€;Finalizado
OPE00100;28/03/2024 08:20;12/04/2024 23:46;USER005;COMPRA01;100;.00€;Finalizado
OPE001;13/03/2024 12:21;12/04/2024 18:27;USER006;COMPRA02;1;.00€;Finalizado
OPE002;13/03/2024 12:21;12/04/2024 01:08;USER005;COMPRA02;2;.00€;Correcto
OPE003;13/03/2024 12:21;12/04/2024 01:45;USER0010;COMPRA02;3;.00€;Correcto
OPE004;13/03/2024 12:21;12/04/2024 06:53;USER0010;COMPRA02;4;.00€;Error
OPE005;13/03/2024 12:21;12/04/2024 01:23;USER008;COMPRA02;5;.00€;Finalizado
OPE006;13/03/2024 12:21;12/04/2024 09:42;USER009;COMPRA02;6;.00€;Correcto
OPE007;13/03/2024 12:21;12/04/2024 22:27;USER007;COMPRA02;7;.00€;Error
OPE008;13/03/2024 12:21;12/04/2024 10:31;USER001;COMPRA02;8;.00€;Correcto
OPE009;13/03/2024 12:21;12/04/2024 12:14;USER007;COMPRA02;9;.00€;Error
OPE0010;13/03/2024 12:21;12/04/2024 22:01;USER008;COMPRA02;10;.00€;Error
OPE0011;13/03/2024 12:21;12/04/2024 17:00;USER004;COMPRA02;11;.00€;Error
OPE0012;13/03/2024 12:21;12/04/2024 06:28;USER005;COMPRA02;12;.00€;Finalizado
OPE0013;13/03/2024 12:21;12/04/2024 14:35;USER005;COMPRA02;13;.00€;Finalizado
OPE0014;13/03/2024 12:21;12/04/2024 18:31;USER007;COMPRA02;14;.00€;Correcto
OPE0015;13/03/2024 12:21;12/04/2024 21:16;USER0010;COMPRA02;15;.00€;Finalizado
OPE0016;13/03/2024 12:21;12/04/2024 13:40;USER002;COMPRA02;16;.00€;Error
OPE0017;13/03/2024 12:21;12/04/2024 12:54;USER005;COMPRA02;17;.00€;Correcto
OPE0018;13/03/2024 12:21;12/04/2024 20:15;USER004;COMPRA02;18;.00€;Finalizado
OPE0019;13/03/2024 12:21;12/04/2024 03:45;USER004;COMPRA02;19;.00€;Error
OPE0020;13/03/2024 12:21;12/04/2024 08:59;USER008;COMPRA02;20;.00€;Error
OPE0021;13/03/2024 12:21;12/04/2024 23:39;USER008;COMPRA02;21;.00€;Correcto
OPE0022;13/03/2024 12:21;12/04/2024 05:44;USER006;COMPRA02;22;.00€;Finalizado
OPE0023;13/03/2024 12:21;12/04/2024 12:27;USER0010;COMPRA02;23;.00€;Correcto
OPE0024;13/03/2024 12:21;12/04/2024 10:57;USER006;COMPRA02;24;.00€;Finalizado
OPE0025;13/03/2024 12:21;12/04/2024 09:25;USER006;COMPRA02;25;.00€;Error
OPE0026;13/03/2024 12:21;12/04/2024 02:34;USER007;COMPRA02;26;.00€;Error
OPE0027;13/03/2024 12:21;12/04/2024 00:24;USER005;COMPRA02;27;.00€;Error
OPE0028;13/03/2024 12:21;12/04/2024 23:41;USER005;COMPRA02;28;.00€;Error
OPE0029;13/03/2024 12:21;12/04/2024 06:39;USER002;COMPRA02;29;.00€;Error
OPE0030;13/03/2024 12:21;12/04/2024 17:50;USER006;COMPRA02;30;.00€;Correcto
OPE0031;13/03/2024 12:21;12/04/2024 21:08;USER004;COMPRA02;31;.00€;Correcto
OPE0032;13/03/2024 12:21;12/04/2024 00:55;USER006;COMPRA02;32;.00€;Correcto
OPE0033;13/03/2024 12:21;12/04/2024 11:08;USER008;COMPRA02;33;.00€;Error
OPE0034;13/03/2024 12:21;12/04/2024 00:25;USER002;COMPRA02;34;.00€;Error
OPE0035;13/03/2024 12:21;12/04/2024 16:05;USER006;COMPRA02;35;.00€;Error
OPE0036;13/03/2024 12:21;12/04/2024 13:37;USER002;COMPRA02;36;.00€;Finalizado
OPE0037;13/03/2024 12:21;12/04/2024 12:36;USER0010;COMPRA02;37;.00€;Finalizado
OPE0038;13/03/2024 12:21;12/04/2024 18:59;USER0010;COMPRA02;38;.00€;Finalizado
OPE0039;13/03/2024 12:21;12/04/2024 15:01;USER009;COMPRA02;39;.00€;Correcto
OPE0040;13/03/2024 12:21;12/04/2024 07:10;USER002;COMPRA02;40;.00€;Error
OPE0041;13/03/2024 12:21;12/04/2024 16:25;USER005;COMPRA02;41;.00€;Error
OPE0042;13/03/2024 12:21;12/04/2024 03:12;USER0010;COMPRA02;42;.00€;Error
OPE0043;13/03/2024 12:21;12/04/2024 05:12;USER002;COMPRA02;43;.00€;Correcto
OPE0044;13/03/2024 12:21;12/04/2024 20:59;USER002;COMPRA02;44;.00€;Correcto
OPE0045;13/03/2024 12:21;12/04/2024 17:24;USER008;COMPRA02;45;.00€;Error
OPE0046;13/03/2024 12:21;12/04/2024 21:47;USER004;COMPRA02;46;.00€;Error
OPE0047;13/03/2024 12:21;12/04/2024 12:21;USER003;COMPRA02;47;.00€;Correcto
OPE0048;13/03/2024 12:21;12/04/2024 12:58;USER001;COMPRA02;48;.00€;Error
OPE0049;13/03/2024 12:21;12/04/2024 16:54;USER0010;COMPRA02;49;.00€;Correcto
OPE0050;13/03/2024 12:21;12/04/2024 14:20;USER004;COMPRA02;50;.00€;Finalizado
OPE0051;13/03/2024 12:21;12/04/2024 21:38;USER0010;COMPRA02;51;.00€;Finalizado
OPE0052;13/03/2024 12:21;12/04/2024 00:34;USER004;COMPRA02;52;.00€;Finalizado
OPE0053;13/03/2024 12:21;12/04/2024 10:11;USER005;COMPRA02;53;.00€;Correcto
OPE0054;13/03/2024 12:21;12/04/2024 22:02;USER005;COMPRA02;54;.00€;Correcto
OPE0055;13/03/2024 12:21;12/04/2024 09:56;USER009;COMPRA02;55;.00€;Finalizado
OPE0056;13/03/2024 12:21;12/04/2024 04:22;USER008;COMPRA02;56;.00€;Finalizado
OPE0057;13/03/2024 12:21;12/04/2024 22:00;USER008;COMPRA02;57;.00€;Error
OPE0058;13/03/2024 12:21;12/04/2024 01:58;USER008;COMPRA02;58;.00€;Correcto
OPE0059;13/03/2024 12:21;12/04/2024 16:12;USER006;COMPRA02;59;.00€;Error
OPE0060;13/03/2024 12:21;12/04/2024 19:29;USER007;COMPRA02;60;.00€;Correcto
OPE0061;13/03/2024 12:21;12/04/2024 15:28;USER006;COMPRA02;61;.00€;Error
OPE0062;13/03/2024 12:21;12/04/2024 11:03;USER007;COMPRA02;62;.00€;Finalizado
OPE0063;13/03/2024 12:21;12/04/2024 11:19;USER002;COMPRA02;63;.00€;Error
OPE0064;13/03/2024 12:21;12/04/2024 17:57;USER002;COMPRA02;64;.00€;Error
OPE0065;13/03/2024 12:21;12/04/2024 12:21;USER007;COMPRA02;65;.00€;Finalizado
OPE0066;13/03/2024 12:21;12/04/2024 03:38;USER001;COMPRA02;66;.00€;Error
OPE0067;13/03/2024 12:21;12/04/2024 22:37;USER005;COMPRA02;67;.00€;Correcto
OPE0068;13/03/2024 12:21;12/04/2024 00:04;USER002;COMPRA02;68;.00€;Error
OPE0069;13/03/2024 12:21;12/04/2024 12:15;USER007;COMPRA02;69;.00€;Error
OPE0070;13/03/2024 12:21;12/04/2024 11:05;USER0010;COMPRA02;70;.00€;Correcto
OPE0071;13/03/2024 12:21;12/04/2024 18:05;USER002;COMPRA02;71;.00€;Error
OPE0072;13/03/2024 12:21;12/04/2024 07:38;USER001;COMPRA02;72;.00€;Error
OPE0073;13/03/2024 12:21;12/04/2024 09:27;USER007;COMPRA02;73;.00€;Error
OPE0074;13/03/2024 12:21;12/04/2024 10:20;USER003;COMPRA02;74;.00€;Correcto
OPE0075;13/03/2024 12:21;12/04/2024 07:58;USER005;COMPRA02;75;.00€;Correcto
OPE0076;13/03/2024 12:21;12/04/2024 03:24;USER009;COMPRA02;76;.00€;Error
OPE0077;13/03/2024 12:21;12/04/2024 19:26;USER001;COMPRA02;77;.00€;Correcto
OPE0078;13/03/2024 12:21;12/04/2024 10:53;USER002;COMPRA02;78;.00€;Finalizado
OPE0079;13/03/2024 12:21;12/04/2024 02:54;USER007;COMPRA02;79;.00€;Finalizado
OPE0080;13/03/2024 12:21;12/04/2024 19:37;USER005;COMPRA02;80;.00€;Correcto
