IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE0033;07/04/2024 01:47;07/04/2024 00:15;USER003;COMPRA05;33;.00€;Correcto
OPE0034;07/04/2024 01:47;07/04/2024 07:23;USER001;COMPRA05;34;.00€;Error
OPE0035;07/04/2024 01:47;07/04/2024 15:28;USER008;COMPRA05;35;.00€;Error
OPE0036;07/04/2024 01:47;07/04/2024 22:06;USER004;COMPRA05;36;.00€;Correcto
OPE0037;07/04/2024 01:47;07/04/2024 01:26;USER009;COMPRA05;37;.00€;Error
OPE0038;07/04/2024 01:47;07/04/2024 06:25;USER001;COMPRA05;38;.00€;Error
OPE0039;07/04/2024 01:47;07/04/2024 13:24;USER002;COMPRA05;39;.00€;Correcto
OPE0040;07/04/2024 01:47;07/04/2024 15:10;USER005;COMPRA05;40;.00€;Finalizado
OPE0041;07/04/2024 01:47;07/04/2024 22:07;USER007;COMPRA05;41;.00€;Finalizado
OPE0042;07/04/2024 01:47;07/04/2024 05:05;USER002;COMPRA05;42;.00€;Correcto
OPE0043;07/04/2024 01:47;07/04/2024 21:10;USER0010;COMPRA05;43;.00€;Correcto
OPE0044;07/04/2024 01:47;07/04/2024 23:54;USER009;COMPRA05;44;.00€;Finalizado
OPE0045;07/04/2024 01:47;07/04/2024 08:15;USER007;COMPRA05;45;.00€;Correcto
OPE0046;07/04/2024 01:47;07/04/2024 20:02;USER002;COMPRA05;46;.00€;Finalizado
OPE0047;07/04/2024 01:47;07/04/2024 16:39;USER0010;COMPRA05;47;.00€;Finalizado
OPE0048;07/04/2024 01:47;07/04/2024 11:04;USER007;COMPRA05;48;.00€;Correcto
OPE0049;07/04/2024 01:47;07/04/2024 01:52;USER008;COMPRA05;49;.00€;Error
OPE0050;07/04/2024 01:47;07/04/2024 17:36;USER003;COMPRA05;50;.00€;Correcto
OPE0051;07/04/2024 01:47;07/04/2024 00:59;USER006;COMPRA05;51;.00€;Finalizado
OPE0052;07/04/2024 01:47;07/04/2024 15:44;USER006;COMPRA05;52;.00€;Error
OPE0053;07/04/2024 01:47;07/04/2024 13:42;USER007;COMPRA05;53;.00€;Correcto
OPE0054;07/04/2024 01:47;07/04/2024 02:18;USER002;COMPRA05;54;.00€;Error
OPE0055;07/04/2024 01:47;07/04/2024 03:14;USER008;COMPRA05;55;.00€;Error
OPE0056;07/04/2024 01:47;07/04/2024 15:58;USER007;COMPRA05;56;.00€;Correcto
OPE0057;07/04/2024 01:47;07/04/2024 00:03;USER005;COMPRA05;57;.00€;Error
OPE0058;07/04/2024 01:47;07/04/2024 07:06;USER006;COMPRA05;58;.00€;Finalizado
OPE0059;07/04/2024 01:47;07/04/2024 06:40;USER007;COMPRA05;59;.00€;Error
OPE0060;07/04/2024 01:47;07/04/2024 15:04;USER002;COMPRA05;60;.00€;Correcto
OPE0061;07/04/2024 01:47;07/04/2024 18:21;USER009;COMPRA05;61;.00€;Finalizado
OPE0062;07/04/2024 01:47;07/04/2024 15:22;USER003;COMPRA05;62;.00€;Finalizado
OPE0063;07/04/2024 01:47;07/04/2024 20:37;USER003;COMPRA05;63;.00€;Correcto
OPE0064;07/04/2024 01:47;07/04/2024 06:46;USER0010;COMPRA05;64;.00€;Finalizado
OPE0065;07/04/2024 01:47;07/04/2024 12:22;USER002;COMPRA05;65;.00€;Finalizado
OPE0066;07/04/2024 01:47;07/04/2024 16:25;USER001;COMPRA05;66;.00€;Correcto
OPE0067;07/04/2024 01:47;07/04/2024 09:37;USER004;COMPRA05;67;.00€;Finalizado
OPE0068;07/04/2024 01:47;07/04/2024 14:51;USER007;COMPRA05;68;.00€;Error
OPE0069;07/04/2024 01:47;07/04/2024 18:22;USER004;COMPRA05;69;.00€;Error
OPE0070;07/04/2024 01:47;07/04/2024 07:41;USER006;COMPRA05;70;.00€;Error
OPE0071;07/04/2024 01:47;07/04/2024 21:24;USER008;COMPRA05;71;.00€;Error
OPE0072;07/04/2024 01:47;07/04/2024 17:12;USER002;COMPRA05;72;.00€;Correcto
OPE0073;07/04/2024 01:47;07/04/2024 17:06;USER008;COMPRA05;73;.00€;Finalizado
OPE0074;07/04/2024 01:47;07/04/2024 05:58;USER009;COMPRA05;74;.00€;Finalizado
OPE0075;07/04/2024 01:47;07/04/2024 06:33;USER003;COMPRA05;75;.00€;Error
OPE0076;07/04/2024 01:47;07/04/2024 12:15;USER009;COMPRA05;76;.00€;Error
OPE0077;07/04/2024 01:47;07/04/2024 17:18;USER009;COMPRA05;77;.00€;Finalizado
OPE0078;07/04/2024 01:47;07/04/2024 08:07;USER002;COMPRA05;78;.00€;Error
OPE0079;07/04/2024 01:47;07/04/2024 19:50;USER0010;COMPRA05;79;.00€;Error
OPE0080;07/04/2024 01:47;07/04/2024 06:31;USER007;COMPRA05;80;.00€;Error
OPE0081;07/04/2024 01:47;07/04/2024 13:25;USER0010;COMPRA05;81;.00€;Finalizado
OPE0082;07/04/2024 01:47;07/04/2024 13:34;USER009;COMPRA05;82;.00€;Finalizado
OPE0083;07/04/2024 01:47;07/04/2024 04:32;USER005;COMPRA05;83;.00€;Error
OPE0084;07/04/2024 01:47;07/04/2024 17:34;USER003;COMPRA05;84;.00€;Correcto
OPE0085;07/04/2024 01:47;07/04/2024 06:06;USER003;COMPRA05;85;.00€;Finalizado
OPE0086;07/04/2024 01:47;07/04/2024 18:49;USER006;COMPRA05;86;.00€;Error
OPE0087;07/04/2024 01:47;07/04/2024 13:56;USER006;COMPRA05;87;.00€;Finalizado
OPE0088;07/04/2024 01:47;07/04/2024 05:45;USER003;COMPRA05;88;.00€;Error
OPE0089;07/04/2024 01:47;07/04/2024 06:34;USER004;COMPRA05;89;.00€;Error
OPE0090;07/04/2024 01:47;07/04/2024 10:16;USER004;COMPRA05;90;.00€;Correcto
OPE0091;07/04/2024 01:47;07/04/2024 23:11;USER004;COMPRA05;91;.00€;Correcto
OPE0092;07/04/2024 01:47;07/04/2024 08:23;USER0010;COMPRA05;92;.00€;Correcto
OPE0093;07/04/2024 01:47;07/04/2024 19:18;USER0010;COMPRA05;93;.00€;Finalizado
OPE0094;07/04/2024 01:47;07/04/2024 21:00;USER009;COMPRA05;94;.00€;Correcto
OPE0095;07/04/2024 01:47;07/04/2024 14:23;USER002;COMPRA05;95;.00€;Error
OPE0096;07/04/2024 01:47;07/04/2024 02:29;USER007;COMPRA05;96;.00€;Finalizado
OPE0097;07/04/2024 01:47;07/04/2024 21:19;USER009;COMPRA05;97;.00€;Correcto
OPE0098;07/04/2024 01:47;07/04/2024 17:14;USER006;COMPRA05;98;.00€;Finalizado
OPE0099;07/04/2024 01:47;07/04/2024 22:45;USER001;COMPRA05;99;.00€;Correcto
OPE00100;07/04/2024 01:47;07/04/2024 10:24;USER009;COMPRA05;100;.00€;Correcto
