IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE0044;21/03/2024 19:44;12/04/2024 00:17;USER0010;COMPRA01;44;.00€;Finalizado
OPE0045;21/03/2024 19:44;12/04/2024 08:06;USER0010;COMPRA01;45;.00€;Error
OPE0046;21/03/2024 19:44;12/04/2024 12:54;USER004;COMPRA01;46;.00€;Correcto
OPE0047;21/03/2024 19:44;12/04/2024 17:25;USER004;COMPRA01;47;.00€;Error
OPE0048;21/03/2024 19:44;12/04/2024 03:00;USER0010;COMPRA01;48;.00€;Finalizado
OPE0049;21/03/2024 19:44;12/04/2024 07:22;USER003;COMPRA01;49;.00€;Error
OPE0050;21/03/2024 19:44;12/04/2024 06:44;USER009;COMPRA01;50;.00€;Finalizado
OPE0051;21/03/2024 19:44;12/04/2024 14:51;USER005;COMPRA01;51;.00€;Error
OPE0052;21/03/2024 19:44;12/04/2024 21:52;USER004;COMPRA01;52;.00€;Finalizado
OPE0053;21/03/2024 19:44;12/04/2024 22:24;USER007;COMPRA01;53;.00€;Error
OPE0054;21/03/2024 19:44;12/04/2024 01:37;USER005;COMPRA01;54;.00€;Correcto
OPE0055;21/03/2024 19:44;12/04/2024 06:10;USER006;COMPRA01;55;.00€;Error
OPE0056;21/03/2024 19:44;12/04/2024 22:05;USER006;COMPRA01;56;.00€;Finalizado
OPE0057;21/03/2024 19:44;12/04/2024 18:55;USER008;COMPRA01;57;.00€;Correcto
OPE0058;21/03/2024 19:44;12/04/2024 02:49;USER004;COMPRA01;58;.00€;Error
OPE0059;21/03/2024 19:44;12/04/2024 13:37;USER0010;COMPRA01;59;.00€;Finalizado
OPE0060;21/03/2024 19:44;12/04/2024 20:07;USER008;COMPRA01;60;.00€;Error
OPE0061;21/03/2024 19:44;12/04/2024 21:28;USER001;COMPRA01;61;.00€;Correcto
OPE0062;21/03/2024 19:44;12/04/2024 16:22;USER005;COMPRA01;62;.00€;Error
OPE0063;21/03/2024 19:44;12/04/2024 12:06;USER007;COMPRA01;63;.00€;Finalizado
OPE0064;21/03/2024 19:44;12/04/2024 05:42;USER001;COMPRA01;64;.00€;Finalizado
OPE0065;21/03/2024 19:44;12/04/2024 23:20;USER007;COMPRA01;65;.00€;Correcto
OPE0066;21/03/2024 19:44;12/04/2024 20:10;USER0010;COMPRA01;66;.00€;Error
OPE0067;21/03/2024 19:44;12/04/2024 05:53;USER0010;COMPRA01;67;.00€;Finalizado
OPE0068;21/03/2024 19:44;12/04/2024 07:03;USER009;COMPRA01;68;.00€;Finalizado
OPE0069;21/03/2024 19:44;12/04/2024 06:45;USER008;COMPRA01;69;.00€;Correcto
OPE0070;21/03/2024 19:44;12/04/2024 21:09;USER002;COMPRA01;70;.00€;Finalizado
OPE0071;21/03/2024 19:44;12/04/2024 14:44;USER007;COMPRA01;71;.00€;Error
OPE0072;21/03/2024 19:44;12/04/2024 02:15;USER0010;COMPRA01;72;.00€;Error
OPE0073;21/03/2024 19:44;12/04/2024 22:38;USER001;COMPRA01;73;.00€;Error
OPE0074;21/03/2024 19:44;12/04/2024 13:14;USER007;COMPRA01;74;.00€;Finalizado
OPE0075;21/03/2024 19:44;12/04/2024 13:20;USER009;COMPRA01;75;.00€;Correcto
OPE0076;21/03/2024 19:44;12/04/2024 00:55;USER008;COMPRA01;76;.00€;Finalizado
OPE0077;21/03/2024 19:44;12/04/2024 11:21;USER002;COMPRA01;77;.00€;Finalizado
OPE0078;21/03/2024 19:44;12/04/2024 07:25;USER008;COMPRA01;78;.00€;Correcto
OPE0079;21/03/2024 19:44;12/04/2024 07:03;USER008;COMPRA01;79;.00€;Correcto
OPE0080;21/03/2024 19:44;12/04/2024 21:29;USER008;COMPRA01;80;.00€;Error
OPE0081;21/03/2024 19:44;12/04/2024 12:32;USER001;COMPRA01;81;.00€;Finalizado
OPE0082;21/03/2024 19:44;12/04/2024 21:42;USER005;COMPRA01;82;.00€;Correcto
OPE0083;21/03/2024 19:44;12/04/2024 00:28;USER0010;COMPRA01;83;.00€;Correcto
OPE0084;21/03/2024 19:44;12/04/2024 15:24;USER008;COMPRA01;84;.00€;Error
OPE0085;21/03/2024 19:44;12/04/2024 03:51;USER008;COMPRA01;85;.00€;Finalizado
OPE0086;21/03/2024 19:44;12/04/2024 10:01;USER003;COMPRA01;86;.00€;Error
OPE0087;21/03/2024 19:44;12/04/2024 02:09;USER003;COMPRA01;87;.00€;Correcto
OPE0088;21/03/2024 19:44;12/04/2024 01:46;USER004;COMPRA01;88;.00€;Finalizado
OPE0089;21/03/2024 19:44;12/04/2024 03:03;USER003;COMPRA01;89;.00€;Error
OPE0090;21/03/2024 19:44;12/04/2024 10:04;USER001;COMPRA01;90;.00€;Error
OPE0091;21/03/2024 19:44;12/04/2024 10:37;USER005;COMPRA01;91;.00€;Finalizado
OPE0092;21/03/2024 19:44;12/04/2024 08:02;USER003;COMPRA01;92;.00€;Finalizado
OPE0093;21/03/2024 19:44;12/04/2024 01:08;USER002;COMPRA01;93;.00€;Error
OPE0094;21/03/2024 19:44;12/04/2024 22:21;USER001;COMPRA01;94;.00€;Error
OPE0095;21/03/2024 19:44;12/04/2024 21:06;USER004;COMPRA01;95;.00€;Correcto
OPE0096;21/03/2024 19:44;12/04/2024 22:39;USER004;COMPRA01;96;.00€;Finalizado
OPE0097;21/03/2024 19:44;12/04/2024 23:34;USER008;COMPRA01;97;.00€;Error
OPE0098;21/03/2024 19:44;12/04/2024 04:07;USER001;COMPRA01;98;.00€;Finalizado
OPE0099;21/03/2024 19:44;12/04/2024 21:41;USER006;COMPRA01;99;.00€;Error
OPE00100;21/03/2024 19:44;12/04/2024 02:37;USER003;COMPRA01;100;.00€;Correcto
